amie,nombre_ie,tipo,sostenimiento,provincia,canton,parroquia,lat,lon
12H01636,"UNIDAD EDUCATIVA ""HÉROES DEL CENEPA""",MATRIZ,PARTICULAR,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.895713177,-79.48820641
09H05116,UNIDAD EDUCATIVA “ALFONSO REYES FALCÓN”,MATRIZ,FISCAL,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.001019251,-79.48940622
12H01106,ESCUELA DE EDUCACION BASICA ANA PAREDES DE ALFARO,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.412395372,-79.49023402
09H05118,"UNIDAD EDUCATIVA ""DOCTOR ANTONIO PARRA VELASCO""",MATRIZ,FISCAL,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.004555886,-79.48985243
09H05117,ESCUELA DE EDUCACIÓN BÁSICA EMANUEL,MATRIZ,PARTICULAR,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.003136514,-79.49043802
12H01584,13 DE ABRIL,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.889989485,-79.49120963
12H01250,ESCUELA DE EDUCACION BASICA ANGEL POLIBIO CHAVEZ,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.333703104,-79.49100228
12H01605,UNIDAD EDUCATIVA JUAN MONTALVO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.894005095,-79.49124394
12H01652,MONTEVIDEO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.899124191,-79.49152037
12H00929,ESCUELA DE EDUCACIÓN BÁSICA DR HUGO SALAZAR TAMARIZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-0.954325473,-79.49161714
12H01622,BOLIVAR GUARDERA SALVADOR,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.901665675,-79.49171699
12H01647,MANUEL NOGALES CALVOPIÑA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.876550171,-79.49187992
12H00161,ESCUELA DE EDUCACIÓN BÁSICA SIMON ASPIAZU BRUNIZ,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CARACOL,-1.759093018,-79.49167288
12H01589,NICOLAS INFANTE DIAZ,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.887059698,-79.49245969
12H00996,ESCUELA DE EDUCACION BASICA TARQUI,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.643934649,-79.4921933
12H00300,UNIDAD EDUCATIVA “OFELIA BOLAÑOS MANZO”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.743098017,-79.49256486
01H00650,ESCUELA DE EDUCACIÓN BÁSICA SANTA ANA DE LOS RIOS,MATRIZ,FISCAL,GUAYAS,NARANJAL,JESÚS MARÍA,-2.625095232,-79.49198323
12H01623,UNIDAD EDUCATIVA QUINTILIANO SÁNCHEZ RENDÓN,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.900391151,-79.49339765
12H01628,ARLEQUIN,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.891256693,-79.49370686
12H01982,ESCUELA DE EDUCACIÓN BÁSICA JOHN F. KENNEDY,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.261666479,-79.49425138
09H05597,UNIDAD EDUCATIVA PADRE DANIEL DIEZ GARCÍA,MATRIZ,PARTICULAR,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.015937123,-79.493959
12H01609,17 DE OCTUBRE,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.876596651,-79.49498859
12H02011,ESCUELA DE EDUCACIÓN BÁSICA CARLOS FRED JUEZ NASSER,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.014933563,-79.49530601
12H00988,ESCUELA DE EDUCACION BASICA JOSE GILBERTO VACA,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.624066976,-79.49511997
12H01581,REPUBLICA DE VENEZUELA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.658180669,-79.4962868
12H01121,ESCUELA DE EDUCACION BASICA MARCOS DUCHE GARCIA,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.42579381,-79.49649783
12H02518,UNIDAD EDUCATIVA REPLICA EUGENIO ESPEJO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.810150499,-79.49661022
12H00130,UNIDAD EDUCATIVA “6 DE OCTUBRE”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.875723682,-79.49754817
09H04271,ESCUELA DE EDUCACIÓN BÁSICA JOSE MENDOZA CUCALON,MATRIZ,FISCAL,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-2.135032907,-79.49766696
12H01265,ESCUELA DE EDUCACION BASICA ANTIZANA,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.293266033,-79.49912095
12H01940,UNIDAD EDUCATIVA “RIO GUAYAS”,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.186682506,-79.50004568
12H01579,REGION LITORAL,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.778107725,-79.50031756
12H01959,UNIDAD EDUCATIVA “CAPITÁN EDMUNDO CHIRIBOGA”,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.077394363,-79.5003006
12H01902,"UNIDAD EDUCATIVA ""LIBERTADOR""",MATRIZ,PARTICULAR,LOS RÍOS,MOCACHE,MOCACHE,-1.192429685,-79.50033838
09H04334,ESCUELA DE EDUCACION BASICA RIO CENEPA,MATRIZ,FISCAL,GUAYAS,NARANJAL,SAN CARLOS,-2.509937911,-79.49962676
12H01897,ESCUELA DE EDUCACIÓN BÁSICA MOCACHE,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.18141464,-79.50086601
12H01942,"ESCUELA DE EDUCACIÓN BÁSICA ""NAPO GALERAS""",MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.126258497,-79.50164176
12H00850,ESCUELA DE EDUCACIÓN BÁSICA GENERAL QUISQUIS,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.042606718,-79.47384943
09H04086,"ESCUELA DE EDUCACIÓN BÁSICA ""ATAHUALPA""",MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.293831801,-79.50084258
12H00315,ESCUELA DE EDUCACIÓN BÁSICA “GILBERTO IGNACIO ABAD GOMEZ”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.777463514,-79.50148204
12H01938,ESCUELA DE EDUCACIÓN BÁSICA DON BOSCO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.184167534,-79.50225541
09H04250,UNIDAD EDUCATIVA MARISCAL SUCRE,MATRIZ,FISCAL,GUAYAS,MILAGRO,MARISCAL SUCRE,-2.109207043,-79.50178221
12H00622,ESCUELA DE EDUCACION BASICA GALO BURGOS,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.593114265,-79.50229638
12H01598,UNIDAD EDUCATIVA JUNIN,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.722939332,-79.50363362
09H04319,ESCUELA DE EDUCACION BASICA SAN JOSE,MATRIZ,FISCAL,GUAYAS,NARANJAL,JESÚS MARÍA,-2.550820024,-79.5022865
12H01256,ESCUELA DE EDUCACIÓN BÁSICA 19 DE MAYO,MATRIZ,MUNICIPAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.368638924,-79.50386107
09H04262,Unidad Educativa Mata de Plátano,MATRIZ,FISCAL,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.039008441,-79.50351128
12H00023,ESCUELA DE EDUCACION BASICA FRANCISCO ROBLES,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.813760159,-79.50429039
12H00295,"ESCUELA DE EDUCACIÓN BÁSICA ""MORONA SANTIAGO""",MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.67868651,-79.50453353
12H01257,ESCUELA DE EDUCACION BASICA LOS CHIMBOS,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.316989819,-79.50629759
12H00631,ESCUELA DE EDUCACION BASICA REPUBLICA DE CHILE,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.523423142,-79.50661436
12H01957,ESCUELA DE EDUCACIÓN BÁSICA HONORATO VASQUEZ,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.188436169,-79.50684664
12H01935,CENTRO DE EDUCACIÓN INICIAL 16 DE AGOSTO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.188742807,-79.50741931
12H00021,UNIDAD EDUCATIVA “CLEMENTE BAQUERIZO”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.814265448,-79.50732968
09H03848,"UNIDAD EDUCATIVA FISCOMISIONAL “JOSE MARÍA VÉLAZ, S.J. – IRFEYAL",EXTENSIÓN,FISCOMISIONAL,GUAYAS,EL EMPALME,VELASCO IBARRA,-1.040085193,-79.63636961
09H03847,ARMANDO CORONEL DRESHNER,MATRIZ,FISCAL,GUAYAS,EL EMPALME,VELASCO IBARRA,-1.040085193,-79.63636961
12H01675,GENERAL EPICLACHIMA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-0.950547523,-79.50849804
12H01860,ESCUELA DE EDUCACIÓN BÁSICA SANTA RITA,MATRIZ,MUNICIPAL,LOS RÍOS,MOCACHE,MOCACHE,-1.211768284,-79.50884022
12H01953,UNIDAD EDUCATIVA MOCACHE,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.187080062,-79.50897057
09H05137,UNIDAD EDUCATIVA “ECUADOR PAÍS AMAZÓNICO,MATRIZ,FISCAL,GUAYAS,CORONEL MARCELINO MARIDUEÑA,CORONEL MARCELINO MARIDUEÑA,-2.258368701,-79.50829647
12H01989,UNIDAD EDUCATIVA MAHATMA GANDHI,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.810857135,-79.50893236
12H00101,INSTITUCIÓN EDUCATIVA ESPECIALIZADA UN NUEVO AMANECER,MATRIZ,FISCOMISIONAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.807556106,-79.50903393
12H00314,UNIDAD EDUCATIVA 20 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.752456474,-79.50930065
12H00632,ESCUELA DE EDUCACION BASICA PROVINCIA DEL CARCHI,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.627885363,-79.50959563
09H04323,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ ANTONIO GÓMEZ GÓNZALEZ,MATRIZ,PARTICULAR,GUAYAS,NARANJAL,JESÚS MARÍA,-2.576777815,-79.50877774
12H01861,ESCUELA DE EDUCACIÓN BÁSICA VICENTE ROCAFUERTE,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.184716,-79.51030665
12H00067,UNIDAD EDUCATIVA EMIGDIO ESPARZA MORENO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.808319424,-79.5101197
12H00077,UNIDAD EDUCATIVA MARÍA AUXILIADORA,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.802519615,-79.51036827
12H01973,ESCUELA DE EDUCACIÓN BÁSICA GABRIEL GARCIA MORENO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.271376975,-79.51097852
12H01887,UNIDAD EDUCATIVA PRIMERO DE AGOSTO,MATRIZ,PARTICULAR,LOS RÍOS,MOCACHE,MOCACHE,-1.186617636,-79.51129675
12H00010,ESCUELA DE EDUCACION BASICA JORGE ICAZA DELGADO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.811130518,-79.51142186
12H01926,"ESCUELA DE EDUCACIÓN BÁSICA ""ROTARY INTERNACIONAL""",MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.182234749,-79.51219639
12H01905,UNIDAD EDUCATIVA “MARÍA CORDERO LEÓN”,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.187071577,-79.51267112
12H00029,ESCUELA DE EDUCACION BÁSICA MANUEL VILLAMARIN ORTIZ,ESTABLECIMIENTO,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.803063847,-79.51229128
12H00029,ESCUELA DE EDUCACION BÁSICA MANUEL VILLAMARIN ORTIZ,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.803194849,-79.51234322
12H01660,24 DE JULIO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.771003633,-79.51343741
12H01941,ESCUELA DE EDUCACIÓN BÁSICA JUAN PIO MONTUFAR,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.261189146,-79.51350442
12H02614,UNIDAD EDUCATIVA SI MIAO WEI HUA DEL ECUADOR,MATRIZ,PARTICULAR,LOS RÍOS,MOCACHE,MOCACHE,-1.170223395,-79.51522289
09H04278,UNIDAD EDUCATIVA “GUILLERMO DURAN ARCENTALES”,MATRIZ,FISCAL,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-2.183263857,-79.51472787
12H01259,ESCUELA DE EDUCACION BASICA RIO VINCES,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,-1.388345065,-79.515411
09H04272,ESCUELA DE EDUCACIÓN BÁSICA ABDON CALDERON,MATRIZ,FISCAL,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-2.22009202,-79.51519487
12H01223,ESCUELA DE EDUCACION BASICA JUAN BENIGNO VELA,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.350739704,-79.51615304
12H01958,ESCUELA DE EDUCACIÓN BÁSICA DR. LEONIDAS PROAÑO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.114750248,-79.51637275
12H00040,CENTRO DE EDUCACION INICIAL MIS DIAS FELICES,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.81160479,-79.51623913
12H01990,UNIDAD EDUCATIVA PCEI LOS RÍOS,EXTENSIÓN,FISCOMISIONAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.802886402,-79.5164799
12H01855,ESCUELA DE EDUCACIÓN BÁSICA MANUELA ESPEJO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.162339991,-79.51691532
12H00089,ESCUELA DE EDUCACION BÁSICA AMAZONAS,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.854148983,-79.51671644
09H04241,ESCUELA DE EDUCACIÓN BÁSICA ROBERTO ASTUDILLO,MATRIZ,FISCAL,GUAYAS,MILAGRO,MARISCAL SUCRE,-2.050922858,-79.51673266
12H01630,LUIS APRECIADO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.789952894,-79.51786912
12H01949,ESCUELA DE EDUCACIÓN BÁSICA ANTONIO PARRA VELASCO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.084184694,-79.51794347
09H04266,ESCUELA DE EDUCACIÓN BÁSICA JUDITH ACUÑA DE ROBLES,MATRIZ,FISCAL,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-2.183746311,-79.51786498
12H00049,CENTRO DE EDUCACION INICIAL EL MAMEY,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.798564986,-79.51855965
12H01884,ESCUELA DE EDUCACIÓN BÁSICA ANTONIO NEUMANE,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.218747648,-79.5190306
09H04265,ESCUELA DE EDUCACIÓN BÁSICA CARLOS BENJAMIN ROSALES,MATRIZ,FISCAL,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-2.148493212,-79.51887017
12H00653,ESCUELA DE EDUCACION BASICA ARENILLAS,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,-1.416601883,-79.5196348
12H00635,ESCUELA DE EDUCACION BASICA LOS CHAPULOS,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.60869209,-79.51981914
12H02179,REGION AMAZONICA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.653710993,-79.52031205
12H00022,UNIDAD EDUCATIVA JOSÉ MARÍA ESTRADA COELLO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.799551873,-79.51987112
12H00044,UNIDAD EDUCATIVA P. MARCOS BENETAZZO,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.802777794,-79.52024997
12H00011,ESCUELA DE EDUCACION BASICA SAN JOSE,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.803948215,-79.52092817
12H00139,UNIDAD EDUCATIVA ABDÓN CALDERÓN MUÑOZ,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BARREIRO,-1.794566414,-79.52116844
12H00061,UNIDAD EDUCATIVA MARÍA ANDREA,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.798586021,-79.52172822
12H01091,ESCUELA DE EDUCACION BASICA SAN FRANCISCO DE QUITO,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.378536991,-79.52322621
12H00025,UNIDAD EDUCATIVA FRANCISCO HUERTA RENDON,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.802372012,-79.5232785
12H00675,ESCUELA DE EDUCACION BASICA DELIA MARIA NAVARRETE,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.511749948,-79.52385011
12H00870,ESCUELA DE EDUCACIÓN BÁSICA 5 DE JUNIO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-0.990170221,-79.52425142
12H00868,ESCUELA DE EDUCACIÓN BÁSICA RUMICHACA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.012605245,-79.52483701
12H01886,ESCUELA DE EDUCACIÓN BÁSICA PUERTO BAQUERIZO MORENO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.115454963,-79.52510866
12H00649,ESCUELA DE EDUCACION BASICA MANUELITA SAENZ,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,-1.427259487,-79.52506485
09H02847,ESCUELA DE EDUCACIÓN BÁSICA INGENIERO EDUARDO ALARCÓN SOTO,MATRIZ,FISCAL,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJÁN),ALFREDO BAQUERIZO MORENO (JUJÁN),-1.928155457,-79.52481541
09H05802,ESCUELA DE EDUCACIÓN BÁSICA LENIN SÁNCHEZ ROMERO,MATRIZ,FISCAL,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJÁN),ALFREDO BAQUERIZO MORENO (JUJÁN),-1.885286465,-79.52542719
09H04035,ESCUELA DE EDUCACION BASICA SAN JACINTO,MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.380463847,-79.52497354
09H05016,ESCUELA DE EDUCACION BASICA WALTER BELLOLIO,MATRIZ,FISCAL,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO,-2.245136316,-79.52516727
12H01911,ESCUELA DE EDUCACIÓN BÁSICA LUIS GODIN,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.250473496,-79.526125
09H04260,ESCUELA DE EDUCACIÓN BÁSICA NUEVE DE OCTUBRE,MATRIZ,FISCAL,GUAYAS,MILAGRO,MARISCAL SUCRE,-2.073958397,-79.52644705
12H00152,UNIDAD EDUCATIVA BARREIRO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BARREIRO,-1.795194148,-79.52681859
12H00005,UNIDAD EDUCATIVA LA RONDA,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.800787772,-79.5270966
09H03930,ESCUELA DE EDUCACION BASICA VEINTE DE SEPTIEMBRE,MATRIZ,FISCAL,GUAYAS,EL EMPALME,GUAYAS,-0.858662672,-79.53016675
12H00137,CENTRO DE EDUCACION INICIAL ARNULFO TERAN DELGADO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BARREIRO,-1.795880363,-79.53042858
12H00715,ESCUELA DE EDUCACIÓN BÁSICA GALO MERIZALDE NAVEDA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.038734361,-79.53129899
12H00107,ESCUELA DE EDUCACION BÁSICA FRANCISCO PIANA RATTO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.804740579,-79.53124696
12H00648,ESCUELA DE EDUCACION BASICA MACAS,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,-1.482831946,-79.53200247
12H00074,UNIDAD EDUCATIVA “ISABEL LA CATÓLICA”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.798361136,-79.53180557
12H00621,ESCUELA DE EDUCACION BASICA GUILLERMO AROSEMENA CORONEL,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.550076156,-79.53214588
12H00674,ESCUELA DE EDUCACION BASICA PABLO NERUDA,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.594890562,-79.53227634
09H04337,ESCUELA DE EDUCACION BASICA ATAHUALPA,MATRIZ,FISCAL,GUAYAS,NARANJAL,SAN CARLOS,-2.529130034,-79.53168975
09H04004,ESCUELA DE EDUCACION BASICA JOSE SANTOS RODRIGUEZ,MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.281437574,-79.53199959
12H00619,ESCUELA DE EDUCACION BASICA ESPECIALIZADA “MANUEL TANDAZO DÍAZ”,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.555385494,-79.53265448
12H00605,UNIDAD EDUCATIVA PUEBLOVIEJO,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.547155267,-79.53273205
12H00623,ESCUELA DE EDUCACION BASICA ESPAÑA,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.552500902,-79.53341138
12H00053,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE BABAHOYO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CLEMENTE BAQUERIZO,-1.798154233,-79.53323932
12H00096,UNIDAD EDUCATIVA “JUAN E. VERDESOTO”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.799511011,-79.53346971
12H00617,ESCUELA DE EDUCACION BASICA MIGUEL SUAREZ SEMINARIO,MATRIZ,FISCAL,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.550981716,-79.53377191
12H00634,ESCUELA DE EDUCACION BASICA PAQUISHA,MATRIZ,PARTICULAR,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,-1.551235462,-79.5338493
09H03928,ESCUELA DE EDUCACION BASICA ERNESTO ALBAN MOSQUERA,MATRIZ,FISCAL,GUAYAS,EL EMPALME,GUAYAS,-0.903921461,-79.53494092
12H00091,ESCUELA DE EDUCACION BASICA CRISTOBAL COLON,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.79862186,-79.5344629
09H04240,ESCUELA DE EDUCACIÓN BÁSICA JORGE GUERRERO LAMILLA,MATRIZ,FISCAL,GUAYAS,MILAGRO,MILAGRO,-2.023562344,-79.53438577
12H01985,ESCUELA DE EDUCACIÓN BÁSICA LUZ Y SABER,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.106307946,-79.53524373
12H01951,ESCUELA DE EDUCACIÓN BÁSICA JOAQUIN GALLEGOS LARA,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.234747557,-79.53530144
12H01964,ESCUELA DE EDUCACIÓN BÁSICA VICTOR EMILIO ESTRADA,MATRIZ,FISCAL,LOS RÍOS,VINCES,VINCES,-1.32256678,-79.53609465
09H04242,ESCUELA DE EDUCACIÓN BÁSICA MIGUEL ANDRADE MANRIQUE,MATRIZ,FISCAL,GUAYAS,MILAGRO,MARISCAL SUCRE,-2.053309949,-79.53562638
12H00289,UNIDAD EDUCATIVA FAUSTO MISAEL OLALLA GAYBOR,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.767642501,-79.53606876
12H00145,UNIDAD EDUCATIVA DARIO C. GUEVARA,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,EL SALTO,-1.79566717,-79.53634055
12H00301,"ESCUELA DE EDUCACIÓN BÁSICA ""22 DE MARZO""",MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,PIMOCHA,-1.699906858,-79.53679219
09H02885,ESCUELA DE EDUCACIÓN BÁSICA ELÍAS SÁNCHEZ SÁNCHEZ,MATRIZ,FISCAL,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJÁN),ALFREDO BAQUERIZO MORENO (JUJÁN),-1.914174357,-79.53673752
12H01252,ESCUELA DE EDUCACION BASICA CAMILO BONILLA POLO,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.365847468,-79.53718075
12H00103,UNIDAD EDUCATIVA FEDERICO FROEBEL,MATRIZ,PARTICULAR,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.801311923,-79.5377472
12H00116,UNIDAD EDUCATIVA ADOLFO MARÍA ASTUDILLO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.808484151,-79.53790325
12H00124,ESCUELA DE EDUCACION BASICA MARGARITA VALLE VIUDA DE PALACIOS,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.868248857,-79.53817821
